3;782;78;Uitzendbureaus;Activit�s des agences de travail temporaire;Befristete �berlassung von Arbeitskr�ften;Temporary employment agency activities
3;783;78;Andere vormen van arbeidsbemiddeling;Autre mise � disposition de ressources humaines;Sonstige �berlassung von Arbeitskr�ften;Other human resources provision
3;791;79;Reisbureaus en reisorganisatoren;Activit�s des agences de voyage et des voyagistes;Reiseb�ros und Reiseveranstalter;Travel agency and tour operator activities
3;799;79;Reserveringsbureaus en aanverwante activiteiten;Autres services de r�servation et activit�s connexes;Erbringung sonstiger Reservierungsdienstleistungen;Other reservation service and related activities
3;801;80;Particuliere beveiliging;Activit�s de s�curit� priv�e;Private Wach- und Sicherheitsdienste;Private security activities
3;802;80;Diensten in verband met beveiligingssystemen;Activit�s li�es aux syst�mes de s�curit�;Sicherheitsdienste mithilfe von �berwachungs- und Alarmsystemen;Security systems service activities
3;803;80;Opsporingsdiensten;Activit�s d'enqu�te;Detekteien;Investigation activities
3;811;81;Diverse ondersteunende activiteiten ten behoeve van voorzieningen;Activit�s combin�es de soutien li� aux b�timents;Hausmeisterdienste;Combined facilities support activities
3;812;81;Reiniging;Activit�s de nettoyage;Reinigung von Geb�uden, Stra�en und Verkehrsmitteln;Cleaning activities
3;813;81;Landschapsverzorging;Services d'am�nagement paysager;Garten- und Landschaftsbau sowie Erbringung von sonstigen g�rtnerischen Dienstleistungen;Landscape service activities
3;821;82;Administratieve en ondersteunende activiteiten ten behoeve van kantoren;Services administratifs et de soutien de bureau;Sekretariats- und Schreibdienste, Copy-Shops;Office administrative and support activities
3;822;82;Callcenters;Activit�s des centres d'appels;Call Centers;Activities of call centres
3;823;82;Organisatie van congressen en beurzen;Organisation de salons professionnels et de congr�s;Messe-, Ausstellungs- und Kongressveranstalter;Organisation of conventions and trade shows
3;829;82;Zakelijke dienstverlening, n.e.g.;Activit�s de soutien aux entreprises n.c.a.;Erbringung sonstiger wirtschaftlicher Dienstleistungen f�r Unternehmen und Privatpersonen;Business support service activities n.e.c.
3;841;84;Openbaar bestuur;Administration g�n�rale, �conomique et sociale;�ffentliche Verwaltung;Administration of the State and the economic and social policy of the community
3;842;84;Algemene overheidsdiensten;Services de pr�rogative publique;Allgemeine �ffentliche Dienste;Provision of services to the community as a whole
3;843;84;Verplichte sociale verzekeringen;S�curit� sociale obligatoire;Sozialversicherung;Compulsory social security activities
3;851;85;Kleuteronderwijs;Enseignement maternel;Kinderg�rten und Vorschulen;Pre-primary education
3;852;85;Lager onderwijs;Enseignement primaire;Grundschulen;Primary education
3;853;85;Secundair onderwijs;Enseignement secondaire;Sekundarunterricht;Secondary education
3;854;85;Hoger onderwijs en post-secundair niet-hoger onderwijs;Enseignement sup�rieur et post-secondaire non sup�rieur;Terti�rer und post-sekund�rer, nicht terti�rer Unterricht;Higher education
3;855;85;Overig onderwijs;Autres activit�s d'enseignement;Sonstiger Unterricht;Other education
3;856;85;Onderwijsondersteunende activiteiten;Activit�s de soutien � l'enseignement;Erbringung von Dienstleistungen f�r den Unterricht;Educational support activities
3;861;86;Ziekenhuizen;Activit�s hospitali�res;Krankenh�user;Hospital activities
3;862;86;Praktijken van artsen en tandartsen;Activit�s des m�decins et des dentistes;Arzt- und Zahnarztpraxen;Medical and dental practice activities
3;869;86;Overige menselijke gezondheidszorg;Autres activit�s pour la sant� humaine;Gesundheitswesen a. n. g.;Other human health activities
3;871;87;Verpleeginstellingen met huisvesting;Activit�s de soins infirmiers r�sidentiels;Pflegeheime;Residential nursing care activities
3;872;87;Instellingen met huisvesting voor personen met een mentale handicap of psychiatrische problemen en voor drugs- en alcoholverslaafden;Activit�s de soins r�sidentiels pour personnes avec un handicap mental, un probl�me psychiatrique ou toxicod�pendantes;Station�re Einrichtungen zur psychosozialen Betreuung, Suchtbek�mpfung u. �.;Residential care activities for mental retardation, mental health and substance abuse
3;873;87;Instellingen met huisvesting voor ouderen en voor personen met een lichamelijke handicap;Activit�s de soins r�sidentiels pour personnes �g�es ou avec un handicap moteur;"Altenheime; Alten- und Behindertenwohnheime";Residential care activities for the elderly and disabled
3;879;87;Overige maatschappelijke dienstverlening met huisvesting;Autres activit�s sociales avec h�bergement;Sonstige Heime (ohne Erholungs- und Ferienheime);Other residential care activities
3;881;88;Maatschappelijke dienstverlening zonder huisvesting voor ouderen en lichamelijk gehandicapten;Action sociale sans h�bergement pour personnes �g�es et pour personnes avec un handicap moteur;Soziale Betreuung �lterer Menschen und Behinderter;Social work activities without accommodation for the elderly and disabled
3;889;88;Overige maatschappelijke dienstverlening zonder huisvesting;Autre action sociale sans h�bergement;Sonstiges Sozialwesen (ohne Heime);Other social work activities without accommodation
3;900;90;Creatieve activiteiten, kunst en amusement;Activit�s cr�atives, artistiques et de spectacle;Kreative, k�nstlerische und unterhaltende T�tigkeiten;Creative, arts and entertainment activities
3;910;91;Bibliotheken, archieven, musea en overige culturele activiteiten;Biblioth�ques, archives, mus�es et autres activit�s culturelles;Bibliotheken, Archive, Museen, botanische und zoologische G�rten;Libraries, archives, museums and other cultural activities
3;920;92;Loterijen en kansspelen;Organisation de jeux de hasard et d'argent;Spiel-, Wett- und Lotteriewesen;Gambling and betting activities
3;931;93;Sport;Activit�s li�es au sport;Erbringung von Dienstleistungen des Sports;Sports activities
3;932;93;Ontspanning en recreatie;Activit�s r�cr�atives et de loisirs;Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung;Amusement and recreation activities
3;941;94;Bedrijfs-, werkgevers- en beroepsorganisaties;Activit�s des organisations �conomiques, patronales et professionnelles;Wirtschafts- und Arbeitgeberverb�nde, Berufsorganisationen;Activities of business, employers and professional membership organisations
3;942;94;Vakverenigingen;Activit�s des syndicats de salari�s;Arbeitnehmervereinigungen;Activities of trade unions
3;949;94;Overige verenigingen;Activit�s des autres organisations associatives;Sonstige Vereinigungen a. n. g.;Activities of other membership organisations
3;951;95;Reparatie van computers en communicatieapparatuur;R�paration d'ordinateurs et d'�quipements de communication;Reparatur von Datenverarbeitungs- und Telekommunikationsger�ten;Repair of computers and communication equipment
3;952;95;Reparatie van consumentenartikelen;R�paration de biens personnels et domestiques;Reparatur von Gebrauchsg�tern;Repair of personal and household goods
3;960;96;Overige persoonlijke diensten;Autres services personnels;Erbringung von sonstigen �berwiegend pers�nlichen Dienstleistungen;Other personal service activities
3;970;97;Huishoudens als werkgever van huishoudelijk personeel;Activit�s des m�nages en tant qu'employeurs de personnel domestique;Private Haushalte mit Hauspersonal;Activities of households as employers of domestic personnel
3;981;98;Niet-gedifferentieerde productie van goederen door particuliere huis-houdens voor eigen gebruik;Activit�s indiff�renci�es des m�nages en tant que producteurs de biens pour usage propre;Herstellung von Waren durch private Haushalte f�r den Eigenbedarf ohne ausgepr�gten Schwerpunkt;Undifferentiated goods-producing activities of private households for own use
3;982;98;Niet-gedifferentieerde productie van diensten door particuliere huis-houdens voor eigen gebruik;Activit�s indiff�renci�es des m�nages en tant que producteurs de services pour usage propre;Erbringungen von Dienstleistungen durch private Haushalte f�r den Eigenbedarf ohne ausgepr�gten Schwerpunkt;Undifferentiated service-producing activities of private households for own use
3;990;99;Extraterritoriale organisaties en lichamen;Activit�s des organisations et organismes extraterritoriaux;Exterritoriale Organisationen und K�rperschaften;Activities of extraterritorial organisations and bodies
4;;;Klassen;Classes;Klassen;Classes
5;111;11;Teelt van granen (m.u.v. rijst), peulgewassen en oliehoudende zaden;Culture de c�r�ales (� l'exception du riz), de l�gumineuses et de graines ol�agineuses;Anbau von Getreide (ohne Reis), H�lsenfr�chten und �lsaaten;Growing of cereals (except rice), leguminous crops and oil seeds
5;112;11;Teelt van rijst;Culture du riz;Anbau von Reis;Growing of rice
5;113;11;Teelt van groenten, meloenen en wortel- en knolgewassen;Culture de l�gumes, de melons, de racines et de tubercules;Anbau von Gem�se und Melonen sowie Wurzeln und Knollen;Growing of vegetables and melons, roots and tubers
5;114;11;Teelt van suikerriet;Culture de la canne � sucre;Anbau von Zuckerrohr;Growing of sugar cane
5;115;11;Teelt van tabak;Culture du tabac;Anbau von Tabak;Growing of tobacco
5;116;11;Teelt van vezelgewassen;Culture de plantes � fibres;Anbau von Faserpflanzen;Growing of fibre crops
5;119;11;Teelt van andere eenjarige gewassen;Autres cultures non permanentes;Anbau von sonstigen einj�hrigen Pflanzen;Growing of other non-perennial crops
5;121;12;Teelt van druiven;Culture de la vigne;Weinanbau;Growing of grapes
5;122;12;Teelt van tropisch en subtropisch fruit;Culture de fruits tropicaux et subtropicaux;Anbau von tropischen und subtropischen Fr�chten;Growing of tropical and subtropical fruits
5;123;12;Teelt van citrusvruchten;Culture d'agrumes;Anbau von Zitrusfr�chten;Growing of citrus fruits
5;124;12;Teelt van pit- en steenvruchten;Culture de fruits � p�pins et � noyau;Anbau von Kern- und Steinobst;Growing of pome fruits and stone fruits
5;125;12;Teelt van andere boomvruchten, kleinfruit en noten;Culture d'autres fruits d'arbres ou d'arbustes et de fruits � coque;Anbau von sonstigem Obst und N�ssen;Growing of other tree and bush fruits and nuts
5;126;12;Teelt van oliehoudende vruchten;Culture de fruits ol�agineux;Anbau von �lhaltigen Fr�chten;Growing of oleaginous fruits
5;127;12;Teelt van gewassen bestemd voor de vervaardiging van dranken;Culture de plantes � boissons;Anbau von Pflanzen zur Herstellung von Getr�nken;Growing of beverage crops
5;128;12;Teelt van specerijgewassen en van aromatische en medicinale gewassen;Culture de plantes � �pices, aromatiques, m�dicinales et pharmaceutiques;Anbau von Gew�rzpflanzen, Pflanzen f�r aromatische, narkotische und pharmazeutische Zwecke;Growing of spices, aromatic, drug and pharmaceutical crops
5;129;12;Teelt van andere meerjarige gewassen;Autres cultures permanentes;Anbau sonstiger mehrj�hriger Pflanzen;Growing of other perennial crops
5;130;13;Plantenvermeerdering;Reproduction de plantes;Betrieb von Baumschulen, sowie Anbau von Pflanzen zu Vermehrungszwecken;Plant propagation
5;141;14;Fokken van melkvee;�levage de vaches laiti�res;Zucht von Milchk�hen;Raising of dairy cattle
5;142;14;Fokken van andere runderen en buffels;�levage d'autres bovins et de buffles;Zucht von anderen Rindern;Raising of other cattle and buffaloes
5;143;14;Fokken van paarden en andere paardachtigen;�levage de chevaux et d'autres �quid�s;Zucht von Pferden und Eseln;Raising of horses and other equines
5;144;14;Fokken van kamelen en andere kameelachtigen;�levage de chameaux et d'autres cam�lid�s;Zucht von Kamelen;Raising of camels and camelids
5;145;14;Fokken van schapen en geiten;�levage d'ovins et de caprins;Zucht von Schafen und Ziegen;Raising of sheep and goats
5;146;14;Fokken van varkens;�levage de porcins;Zucht von Schweinen;Raising of swine/pigs
5;147;14;Fokken van pluimvee;�levage de volailles;Zucht von Gefl�gel;Raising of poultry
5;149;14;Fokken van andere dieren;�levage d'autres animaux;Haltung von anderen Tieren;Raising of other animals
5;150;15;Gemengd bedrijf;Culture et �levage associ�s;Gemischte Landwirtschaft;Mixed farming
5;161;16;Ondersteunende activiteiten in verband met de teelt van gewassen;Activit�s de soutien aux cultures;Erbringung von landwirtschaftlichen Dienstleistungen f�r den Pflanzenbau;Support activities for crop production
5;162;16;Ondersteunende activiteiten in verband met de veeteelt;Activit�s de soutien � la production animale;Erbringung von landwirtschaftlichen Dienstleistungen f�r die Tierhaltung;Support activities for animal production
5;163;16;Activiteiten met betrekking tot gewassen na de oogst;Traitement primaire des r�coltes;Nach der Ernte anfallende T�tigkeiten in der pflanzlichen Erzeugung;Post-harvest crop activities
5;164;16;Zaadbewerking met het oog op vermeerdering;Traitement des semences;Saatgutaufbereitung;Seed processing for propagation
5;170;17;Jacht, zetten van vallen en diensten in verband met deze activiteiten;Chasse, pi�geage et services annexes;Jagd, Fallenstellerei und damit verbundene T�tigkeiten;Hunting, trapping and related service activities
5;210;21;Bosbouw;Sylviculture et autres activit�s foresti�res;Forstwirtschaft;Silviculture and other forestry activities
5;220;22;Exploitatie van bossen;Exploitation foresti�re;Holzeinschlag;Logging
5;230;23;Verzamelen van in het wild groeiende producten met uitzondering van hout;R�colte de produits forestiers non ligneux poussant � l'�tat sauvage;Sammeln von wildwachsenden Produkten (ohne Holz);Gathering of wild growing non-wood products
5;240;24;Ondersteunende diensten in verband met de bosbouw;Services de soutien � l'exploitation foresti�re;Erbringung von Dienstleistungen f�r Forstwirtschaft und Holzeinschlag;Support services to forestry
5;311;31;Zeevisserij;P�che en mer;Meeresfischerei;Marine fishing
5;312;31;Binnenvisserij;P�che en eau douce;S��wasserfischerei;Freshwater fishing
5;321;32;Mariene aquacultuur;Aquaculture en mer;Meeresaquakultur;Marine aquaculture
5;322;32;Aquacultuur in zoet water;Aquaculture en eau douce;S��wasseraquakultur;Freshwater aquaculture
5;510;51;Winning van steenkool;Extraction de houille;Steinkohlenbergbau;Mining of hard coal
5;520;52;Winning van bruinkool;Extraction de lignite;Braunkohlenbergbau;Mining of lignite
5;610;61;Winning van aardolie;Extraction de p�trole brut;Gewinnung von Erd�l;Extraction of crude petroleum
5;620;62;Winning van aardgas;Extraction de gaz naturel;Gewinnung von Erdgas;Extraction of natural gas
5;710;71;Winning van ijzererts;Extraction de minerais de fer;Eisenerzbergbau;Mining of iron ores
5;721;72;Winning van uranium- en thoriumerts;Extraction de minerais d'uranium et de thorium;Bergbau auf Uran- und Thoriumerze;Mining of uranium and thorium ores
5;729;72;Winning van andere non-ferrometaalertsen;Extraction d'autres minerais de m�taux non ferreux;Sonstiger NE-Metallerzbergbau;Mining of other non-ferrous metal ores
5;811;81;Winning van bouw- en siersteen, kalksteen, gips, krijt en leisteen;Extraction de pierres ornementales et de construction, de pierres calcaires, de gypse, de craie et d'ardoise;Gewinnung von Naturwerksteinen und Natursteinen, Kalk- und Gipsstein, Kreide und Schiefer;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate
5;812;81;Winning van grind, zand, klei en kaolien;Exploitation de gravi�res et de sabli�res, extraction d'argiles et de kaolin;Gewinnung von Kies, Sand, Ton und Kaolin;"Operation of gravel and sand pits; mining of clays and kaolin"
5;891;89;Winning van mineralen voor de chemische en de kunstmestindustrie;Extraction des min�raux chimiques et d'engrais min�raux;Bergbau auf chemische und D�ngemittelminerale;Mining of chemical and fertiliser minerals
5;892;89;Winning van turf;Extraction de tourbe;Torfgewinnung;Extraction of peat
5;893;89;Zoutwinning;Production de sel;Gewinnung von Salz;Extraction of salt
5;899;89;Overige winning van delfstoffen, n.e.g.;Autres activit�s extractives n.c.a.;Gewinnung von Steinen und Erden a. n. g.;Other mining and quarrying n.e.c.
5;910;91;Ondersteunende activiteiten in verband met de aardolie- en aardgaswinning;Activit�s de soutien � l'extraction d'hydrocarbures;Erbringung von Dienstleistungen f�r die Gewinnung von Erd�l und Erdgas;Support activities for petroleum and natural gas extraction
5;990;99;Ondersteunende activiteiten in verband met de overige winning van delfstoffen;Activit�s de soutien aux autres industries extractives;Erbringung von Dienstleistungen f�r den sonstigen Bergbau und die Gewinnung von Steinen und Erden;Support activities for other mining and quarrying
5;1011;101;Verwerking en conservering van vlees, exclusief vlees van gevogelte;Transformation et conservation de la viande de boucherie, � l'exclusion de la viande de volaille;Schlachten (ohne Schlachten von Gefl�gel);Processing and preserving of meat
5;1012;101;Verwerking en conservering van gevogelte;Transformation et conservation de la viande de volaille;Schlachten von Gefl�gel;Processing and preserving of poultry meat
5;1013;101;Vervaardiging van producten van vlees of van vlees van gevogelte;Pr�paration de produits � base de viande ou de viande de volaille;Fleischverarbeitung;Production of meat and poultry meat products
5;1020;102;Verwerking en conservering van vis en van schaal- en weekdieren;Transformation et conservation de poisson, de crustac�s et de mollusques;Fischverarbeitung;Processing and preserving of fish, crustaceans and molluscs
5;1031;103;Verwerking en conservering van aardappelen;Transformation et conservation de pommes de terre;Kartoffelverarbeitung;Processing and preserving of potatoes
5;1032;103;Vervaardiging van groente- en fruitsappen;Pr�paration de jus de fruits et de l�gumes;Herstellung von Frucht- und Gem�ses�ften;Manufacture of fruit and vegetable juice
5;1039;103;Overige verwerking en conservering van groenten en fruit;Autre transformation et conservation de fruits et de l�gumes;Sonstige Verarbeitung von Obst und Gem�se;Other processing and preserving of fruit and vegetables
5;1041;104;Vervaardiging van oli�n en vetten;Fabrication d'huiles et de graisses;Herstellung von �len und Fetten;Manufacture of oils and fats
5;1042;104;Vervaardiging van margarine en andere spijsvetten;Fabrication de margarine et de graisses comestibles similaires;Herstellung von Margarine u. �. Nahrungsfetten;Manufacture of margarine and similar edible fats
5;1051;105;Zuivelfabrieken en kaasmakerijen;Exploitation de laiteries et fabrication de fromage;Milchverarbeitung;Operation of dairies and cheese making
5;1052;105;Vervaardiging van consumptie-ijs;Fabrication de glaces de consommation;Herstellung von Speiseeis;Manufacture of ice cream
5;1061;106;Vervaardiging van maalderijproducten;Travail des grains;Mahl- und Sch�lm�hlen;Manufacture of grain mill products
5;1062;106;Vervaardiging van zetmeel en zetmeelproducten;Fabrication de produits amylac�s;Herstellung von St�rke und St�rkeerzeugnissen;Manufacture of starches and starch products
5;1071;107;Vervaardiging van brood en van vers banketbakkerswerk;Fabrication de pain et de p�tisserie fra�che;Herstellung von Backwaren (ohne Dauerbackwaren);"Manufacture of bread; manufacture of fresh pastry goods and cakes"
5;1072;107;Vervaardiging van beschuit en biscuit en van ander houdbaar banketbakkerswerk;Fabrication de biscuits, de biscottes et de p�tisseries de conservation;Herstellung von Dauerbackwaren;"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"
5;1073;107;Vervaardiging van macaroni, noedels, koeskoes en dergelijke deegwaren;Fabrication de p�tes alimentaires;Herstellung von Teigwaren;Manufacture of macaroni, noodles, couscous and similar farinaceous products
5;1081;108;Vervaardiging van suiker;Fabrication de sucre;Herstellung von Zucker;Manufacture of sugar
5;1082;108;Vervaardiging van cacao, chocolade en suikerwerk;Fabrication de cacao, de chocolat et de produits de confiserie;Herstellung von S��waren (ohne Dauerbackwaren);Manufacture of cocoa, chocolate and sugar confectionery
5;1083;108;Verwerking van thee en koffie;Transformation du th� et du caf�;Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz;Processing of tea and coffee
5;1084;108;Vervaardiging van specerijen, sauzen en kruiderijen;Fabrication de condiments et d'assaisonnements;Herstellung von W�rzmitteln und So�en;Manufacture of condiments and seasonings
5;1085;108;Vervaardiging van bereide maaltijden en schotels;Fabrication de plats pr�par�s;Herstellung von Fertiggerichten;Manufacture of prepared meals and dishes
5;1086;108;Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding;Fabrication d'aliments homog�n�is�s et di�t�tiques;Herstellung von homogenisierten und di�tetischen Nahrungsmitteln;Manufacture of homogenised food preparations and dietetic food
5;1089;108;Vervaardiging van andere voedingsmiddelen, n.e.g.;Fabrication d'autres produits alimentaires n.c.a.;Herstellung von sonstigen Nahrungsmitteln a. n. g.;Manufacture of other food products n.e.c.
5;1091;109;Vervaardiging van veevoeders;Fabrication d'aliments pour animaux de ferme;Herstellung von Futtermitteln f�r Nutztiere;Manufacture of prepared feeds for farm animals
5;1092;109;Vervaardiging van voeders voor huisdieren;Fabrication d'aliments pour animaux de compagnie;Herstellung von Futtermitteln f�r sonstige Tiere;Manufacture of prepared pet foods
5;1101;110;Vervaardiging van gedistilleerde dranken door distilleren, rectificeren en mengen;Production de boissons alcooliques distill�es;Herstellung von Spirituosen;Distilling, rectifying and blending of spirits
5;1102;110;Vervaardiging van wijn uit druiven;Production de vin (de raisin);Herstellung von Traubenwein;Manufacture of wine from grape
5;1103;110;Vervaardiging van cider en van andere vruchtenwijnen;Fabrication de cidre et de vins d'autres fruits;Herstellung von Apfelwein und anderen Fruchtweinen;Manufacture of cider and other fruit wines
5;1104;110;Vervaardiging van andere niet-gedistilleerde gegiste dranken;Production d'autres boissons ferment�es non distill�es;Herstellung von Wermutwein und sonstigen aromatisierten Weinen;Manufacture of other non-distilled fermented beverages
5;1105;110;Vervaardiging van bier;Fabrication de bi�re;Herstellung von Bier;Manufacture of beer
5;1106;110;Vervaardiging van mout;Fabrication de malt;Herstellung von Malz;Manufacture of malt
5;1107;110;"Vervaardiging van frisdranken; productie van mineraalwater en ander gebotteld water";Industrie des eaux min�rales et autres eaux embouteill�es et des boissons rafra�chissantes;"Herstellung von Erfrischungsgetr�nken; Gewinnung nat�rlicher Mineralw�sser";"Manufacture of soft drinks; production of mineral waters and other bottled waters"
5;1200;120;Vervaardiging van tabaksproducten;Fabrication de produits � base de tabac;Tabakverarbeitung;Manufacture of tobacco products
5;1310;131;Bewerken en spinnen van textielvezels;Pr�paration de fibres textiles et filature;Spinnstoffaufbereitung und Spinnerei;Preparation and spinning of textile fibres
5;1320;132;Weven van textiel;Tissage;Weberei;Weaving of textiles
5;1330;133;Textielveredeling;Ennoblissement textile;Veredlung von Textilien und Bekleidung;Finishing of textiles
5;1391;139;Vervaardiging van gebreide en gehaakte stoffen;Fabrication d'�toffes � mailles;Herstellung von gewirktem und gestricktem Stoff;Manufacture of knitted and crocheted fabrics
5;1392;139;Vervaardiging van geconfectioneerde artikelen van textiel, exclusief kleding;Fabrication d'articles textiles confectionn�s, sauf habillement;Herstellung von konfektionierten Textilwaren (ohne Bekleidung);Manufacture of made-up textile articles, except apparel
5;1393;139;Vervaardiging van vloerkleden en tapijt;Fabrication de tapis et de moquettes;Herstellung von Teppichen;Manufacture of carpets and rugs
5;1394;139;Vervaardiging van koord, bindgaren, touw en netten;Fabrication de ficelles, de cordes et de filets;Herstellung von Seilerwaren;Manufacture of cordage, rope, twine and netting
5;1395;139;Vervaardiging van gebonden textielvlies en van artikelen van gebonden textielvlies, exclusief kleding;Fabrication de non-tiss�s, sauf habillement;Herstellung von Vliesstoff und Erzeugnissen daraus (ohne Bekleidung);Manufacture of non-wovens and articles made from non-wovens, except apparel
5;1396;139;Vervaardiging van ander technisch en industrieel textiel;Fabrication d'autres textiles techniques et industriels;Herstellung von technischen Textilien;Manufacture of other technical and industrial textiles
5;1399;139;Vervaardiging van andere textielproducten, n.e.g.;Fabrication d'autres textiles n.c.a.;Herstellung von sonstigen Textilwaren a. n. g.;Manufacture of other textiles n.e.c.
5;1411;141;Vervaardiging van kleding van leer;Fabrication de v�tements en cuir;Herstellung von Lederbekleidung;Manufacture of leather clothes
5;1412;141;Vervaardiging van werkkleding;Fabrication de v�tements de travail;Herstellung von Arbeits- und Berufsbekleidung;Manufacture of workwear
5;1413;141;Vervaardiging van andere bovenkleding;Fabrication d'autres v�tements de dessus;Herstellung von sonstiger Oberbekleidung;Manufacture of other outerwear
5;1414;141;Vervaardiging van onderkleding;Fabrication de v�tements de dessous;Herstellung von W�sche;Manufacture of underwear
5;1419;141;Vervaardiging van andere kleding en toebehoren;Fabrication d'autres v�tements et accessoires;Herstellung von sonstiger Bekleidung und Bekleidungszubeh�r a. n. g.;Manufacture of other wearing apparel and accessories
5;1420;142;Vervaardiging van artikelen van bont;Fabrication d'articles en fourrure;Herstellung von Pelzwaren;Manufacture of articles of fur
5;1431;143;Vervaardiging van gebreide en gehaakte kousen en sokken;Fabrication d'articles chaussants � mailles;Herstellung von Strumpfwaren;Manufacture of knitted and crocheted hosiery
5;1439;143;Vervaardiging van andere gebreide en gehaakte kleding;Fabrication d'autres articles � mailles;Herstellung von sonstiger Bekleidung aus gewirktem und gestricktem Stoff;Manufacture of other knitted and crocheted apparel
5;1511;151;"Looien en bereiden van leer; bereiden en verven van bont";"Appr�t et tannage des cuirs; pr�paration et teinture des fourrures";"Herstellung von Leder und Lederfaserstoff; Zurichtung und F�rben von Fellen";"Tanning and dressing of leather; dressing and dyeing of fur"
5;1512;151;Vervaardiging van koffers, tassen en dergelijke en van zadel- en tuigmakerswerk;Fabrication d'articles de voyage, de maroquinerie et de sellerie;Lederverarbeitung (ohne Herstellung von Lederbekleidung);Manufacture of luggage, handbags and the like, saddlery and harness
5;1520;152;Vervaardiging van schoeisel;Fabrication de chaussures;Herstellung von Schuhen;Manufacture of footwear
5;1610;161;Zagen en schaven van hout;Sciage et rabotage du bois;S�ge-, Hobel- und Holzimpr�gnierwerke;Sawmilling and planing of wood
5;1621;162;Vervaardiging van fineer en van panelen op basis van hout;Fabrication de placage et de panneaux de bois;Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten;Manufacture of veneer sheets and wood-based panels
5;1622;162;Vervaardiging van geassembleerde parketvloeren;Fabrication de parquets assembl�s;Herstellung von Parketttafeln;Manufacture of assembled parquet floors
5;1623;162;Vervaardiging van ander schrijn- en timmerwerk;Fabrication de charpentes et d'autres menuiseries;Herstellung von sonstigen Konstruktionsteilen, Fertigbauteilen, Ausbauelementen und Fertigteilbauten aus Holz;Manufacture of other builders' carpentry and joinery
5;1624;162;Vervaardiging van houten emballage;Fabrication d'emballages en bois;Herstellung von Verpackungsmitteln, Lagerbeh�ltern und Ladungstr�gern aus Holz;Manufacture of wooden containers
5;1629;162;"Vervaardiging van andere artikelen van hout; vervaardiging van artikelen van kurk, riet of vlechtwerk";"Fabrication d'objets divers en bois; fabrication d'objets en li�ge, vannerie et sparterie";Herstellung von Holzwaren a.n.g, Kork-, Flecht- und Korbwaren (ohne M�bel);"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
5;1711;171;Vervaardiging van papierpulp;Fabrication de p�te � papier;Herstellung von Holz- und Zellstoff;Manufacture of pulp
5;1712;171;Vervaardiging van papier en karton;Fabrication de papier et de carton;Herstellung von Papier, Karton und Pappe;Manufacture of paper and paperboard
5;1721;172;Vervaardiging van gegolfd papier en golfkarton en van verpakkingsmateriaal van papier en karton;Fabrication de papier et de carton ondul�s et d'emballages en papier ou en carton;Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
5;1722;172;Vervaardiging van huishoudelijke en sanitaire papierwaren;Fabrication d'articles en papier � usage sanitaire ou domestique;Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe;Manufacture of household and sanitary goods and of toilet requisites
5;1723;172;Vervaardiging van kantoorbenodigdheden van papier;Fabrication d'articles de papeterie;Herstellung von Schreibwaren und B�robedarf aus Papier, Karton und Pappe;Manufacture of paper stationery
5;1724;172;Vervaardiging van behangpapier;Fabrication de papiers peints;Herstellung von Tapeten;Manufacture of wallpaper
5;1729;172;Vervaardiging van andere artikelen van papier of karton;Fabrication d'autres articles en papier ou en carton;Herstellung von sonstigen Waren aus Papier, Karton und Pappe;Manufacture of other articles of paper and paperboard
5;1811;181;Krantendrukkerijen;Imprimerie de journaux;Drucken von Zeitungen;Printing of newspapers
5;1812;181;Overige drukkerijen;Autre imprimerie (labeur);Drucken a. n. g.;Other printing
5;1813;181;Prepress- en premediadiensten;Activit�s de pr�presse;Druck- und Medienvorstufe;Pre-press and pre-media services
5;1814;181;Binderijen en aanverwante diensten;Reliure et activit�s annexes;Binden von Druckerzeugnissen und damit verbundene Dienstleistungen;Binding and related services
5;1820;182;Reproductie van opgenomen media;Reproduction d'enregistrements;Vervielf�ltigung von bespielten Ton-, Bild- und Datentr�gern;Reproduction of recorded media
5;1910;191;Vervaardiging van cokesovenproducten;Cok�faction;Kokerei;Manufacture of coke oven products
5;1920;192;Vervaardiging van geraffineerde aardolieproducten;Raffinage du p�trole;Mineral�lverarbeitung;Manufacture of refined petroleum products
5;2011;201;Vervaardiging van industri�le gassen;Fabrication de gaz industriels;Herstellung von Industriegasen;Manufacture of industrial gases
5;2012;201;Vervaardiging van kleurstoffen en pigmenten;Fabrication de colorants et de pigments;Herstellung von Farbstoffen und Pigmenten;Manufacture of dyes and pigments
5;2013;201;Vervaardiging van andere anorganische chemische basisproducten;Fabrication d'autres produits chimiques inorganiques de base;Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien;Manufacture of other inorganic basic chemicals
